Latitude,Longitude,cluster
53.835297,-1.729852,4
53.834825,-1.728062,4
53.83805400000001,-1.733041,4
53.835302,-1.728287,4
53.835861,-1.72924,4
53.831038,-1.707423,4
53.831038,-1.707423,4
53.832817000000006,-1.7184869999999999,4
53.832736,-1.7146130000000002,4
53.831182,-1.7114479999999999,4
53.831424,-1.730257,4
53.832682999999996,-1.730841,4
53.828159,-1.733559,4
53.833702,-1.7667549999999999,4
53.831095999999995,-1.7671189999999999,4
53.837701,-1.766368,4
53.829390000000004,-1.782291,4
53.835475,-1.777245,4
53.835922,-1.78089,4
53.833666,-1.776191,4
53.835475,-1.777245,4
53.832632999999994,-1.776257,4
53.831088,-1.753885,4
53.830360999999996,-1.7588580000000003,4
53.827063,-1.7546529999999998,4
53.828221,-1.758536,4
53.827063,-1.7546529999999998,4
53.828619999999994,-1.7559200000000001,4
53.830360999999996,-1.7588580000000003,4
53.826806000000005,-1.8429209999999998,4
53.828844,-1.8216740000000002,4
53.836293999999995,-1.8272650000000001,4
53.83653399999999,-1.950881,4
53.835356000000004,-1.950594,4
53.832503,-1.9626310000000002,4
53.826235,-1.953354,4
53.824643,-1.736605,4
53.830445999999995,-1.7476900000000002,4
53.82094300000001,-1.746198,4
53.822238,-1.742741,4
53.821236,-1.740332,4
53.82516700000001,-1.7549830000000002,4
53.82820600000001,-1.751122,4
53.820038000000004,-1.7608759999999999,4
53.821479000000004,-1.7625389999999999,4
53.819304,-1.762445,4
53.823493000000006,-1.781775,4
53.82054,-1.774028,4
53.820261,-1.773756,4
53.81625699999999,-1.7718029999999998,4
53.820077000000005,-1.771463,4
53.815912,-1.7745689999999998,4
53.817914,-1.773511,4
53.819590000000005,-1.7279330000000002,4
53.82258100000001,-1.7190419999999997,4
53.825079,-1.722595,4
53.823538,-1.724762,4
53.82581,-1.731857,4
53.824909999999996,-1.731453,4
53.823583,-1.728682,4
53.817686,-1.713166,4
53.819161,-1.7132779999999999,4
53.818689,-1.71524,4
53.817686,-1.713166,4
53.820354,-1.716247,4
53.814843,-1.711712,4
53.820972999999995,-1.71202,4
53.821397,-1.712594,4
53.817632999999994,-1.709643,4
53.829483999999994,-1.711688,4
53.823167000000005,-1.7087689999999998,4
53.810185,-1.714432,4
53.819866000000005,-1.7430599999999998,4
53.817266000000004,-1.7500779999999998,4
53.813807,-1.746529,4
53.810697,-1.778227,4
53.812489,-1.795394,4
53.81368199999999,-1.8163770000000001,4
53.818165,-1.814915,4
53.812241,-1.8143330000000002,4
53.810621,-1.80696,4
53.804604000000005,-1.8049380000000002,4
53.807846999999995,-1.803784,4
53.825609,-1.8994540000000002,4
53.822348999999996,-1.903154,4
53.827282,-1.9013650000000002,4
53.811398,-1.7301419999999998,4
53.811969,-1.728346,4
53.814443999999995,-1.7334490000000002,4
53.818931000000006,-1.7265849999999998,4
53.810511,-1.7274599999999998,4
53.809909,-1.7197639999999998,4
53.811197,-1.724448,4
53.806658,-1.720606,4
53.807042,-1.719814,4
53.807042,-1.719814,4
53.80849499999999,-1.793561,4
53.808642000000006,-1.7900369999999999,4
53.80979,-1.799522,4
53.806649,-1.7968650000000002,4
53.81006,-1.783925,4
53.807083999999996,-1.7835450000000002,4
53.806513,-1.7906849999999999,4
53.808879000000005,-1.772375,4
53.809461999999996,-1.7762740000000001,4
53.810187,-1.7651240000000001,4
53.806824,-1.7306119999999998,4
53.802991000000006,-1.7494189999999998,4
53.809166000000005,-1.72879,4
53.8058,-1.726564,4
53.810804000000005,-1.8400349999999999,4
53.814451,-1.831926,4
53.806287,-1.823911,4
53.80169300000001,-1.828819,4
53.79789,-1.828257,4
53.800008,-1.78718,4
53.800008,-1.78718,4
53.803391000000005,-1.788879,4
53.798256,-1.706193,4
53.79855799999999,-1.716227,4
53.800118000000005,-1.714531,4
53.804396,-1.7219119999999999,4
53.803709999999995,-1.7091919999999998,4
53.803709999999995,-1.7091919999999998,4
53.803709999999995,-1.7091919999999998,4
53.802581999999994,-1.7073779999999998,4
53.797411,-1.7100400000000002,4
53.793482,-1.736618,4
53.79841700000001,-1.733064,4
53.799686,-1.7377330000000002,4
53.799686,-1.7377330000000002,4
53.798185,-1.7640069999999999,4
53.801049,-1.766951,4
53.797914,-1.7500099999999998,4
53.791430000000005,-1.752341,4
53.798030000000004,-1.7493869999999998,4
53.794891,-1.752548,4
53.791430000000005,-1.752341,4
53.797914,-1.7500099999999998,4
53.797914,-1.7500099999999998,4
53.796376,-1.757883,4
53.793287,-1.754896,4
53.795391,-1.759787,4
53.796376,-1.757883,4
53.79764300000001,-1.7622790000000002,4
53.798226,-1.75725,4
53.796161,-1.763016,4
53.797509,-1.7584689999999998,4
53.79319399999999,-1.745105,4
53.794691,-1.7471450000000002,4
53.79425500000001,-1.745326,4
53.794691,-1.7471450000000002,4
53.80354200000001,-1.759163,4
53.800793000000006,-1.7555049999999999,4
53.808714,-1.756962,4
53.800793000000006,-1.7555049999999999,4
53.79343299999999,-1.8050959999999998,4
53.794447999999996,-1.7996869999999998,4
53.80410799999999,-1.8092669999999997,4
53.80246700000001,-1.800301,4
53.799059,-1.816441,4
53.79698199999999,-1.8159189999999998,4
53.795076,-1.815654,4
53.788263,-1.788044,4
53.79218100000001,-1.7826810000000002,4
53.793214,-1.772748,4
53.797198,-1.789092,4
53.793214,-1.772748,4
53.793214,-1.772748,4
53.801903,-1.776482,4
53.802551,-1.776979,4
53.796076,-1.7192189999999998,4
53.79434499999999,-1.7095,4
53.789612,-1.855158,4
53.792075,-1.848485,4
53.791422999999995,-1.8449659999999999,4
53.795109,-1.7626119999999998,4
53.789166,-1.766091,4
53.795109,-1.7626119999999998,4
53.792992000000005,-1.7604529999999998,4
53.792992000000005,-1.7604529999999998,4
53.789784,-1.756434,4
53.787611,-1.770835,4
53.78915,-1.7674880000000002,4
53.78915,-1.7674880000000002,4
53.788655000000006,-1.7716490000000003,4
53.7885,-1.780332,4
53.783365,-1.7784919999999997,4
53.784718000000005,-1.776588,4
53.784718000000005,-1.776588,4
53.781867000000005,-1.735582,4
53.792377,-1.7409810000000001,4
53.792377,-1.7409810000000001,4
53.788022999999995,-1.7521330000000002,4
53.785254,-1.756172,4
53.788416000000005,-1.7554400000000001,4
53.783593999999994,-1.7361939999999998,4
53.780762,-1.7439810000000002,4
53.788237,-1.711287,4
53.79124,-1.727053,4
53.789131999999995,-1.71711,4
53.792306,-1.725179,4
53.77791800000001,-1.722436,4
53.786896999999996,-1.809694,4
53.78593299999999,-1.820368,4
53.78740500000001,-1.8070509999999997,4
53.78246800000001,-1.8233119999999998,4
53.781558,-1.8274139999999999,4
53.785477,-1.821509,4
53.784806999999994,-1.806775,4
53.777884,-1.828855,4
53.778622999999996,-1.8185630000000002,4
53.781276,-1.813286,4
53.780391,-1.8109529999999998,4
53.779676,-1.8134599999999998,4
53.78105600000001,-1.810601,4
53.781176,-1.8183099999999999,4
53.784713,-1.764477,4
53.788901,-1.759809,4
53.779281000000005,-1.762641,4
53.781355000000005,-1.752446,4
53.78517900000001,-1.758889,4
53.781705,-1.752535,4
53.781705,-1.752535,4
53.781705,-1.752535,4
53.781705,-1.752535,4
53.781705,-1.752535,4
53.787114,-1.7943790000000002,4
53.78229399999999,-1.803812,4
53.781873,-1.804284,4
53.776842,-1.8057490000000003,4
53.779588000000004,-1.803248,4
53.78441,-1.7899,4
53.78441,-1.7899,4
53.786232,-1.788676,4
53.78441,-1.7899,4
53.78441,-1.7899,4
53.77932,-1.788559,4
53.776095999999995,-1.794858,4
53.776095999999995,-1.794858,4
53.77666,-1.778846,4
53.775814000000004,-1.772933,4
53.778091,-1.779628,4
53.777366,-1.7865509999999998,4
53.777688,-1.761785,4
53.781929000000005,-1.711634,4
53.776759,-1.714795,4
53.773151,-1.7094639999999999,4
53.77427900000001,-1.7038119999999999,4
53.775925,-1.7045439999999998,4
53.775041,-1.703169,4
53.77427900000001,-1.7038119999999999,4
53.775822,-1.706289,4
53.771554,-1.7145270000000001,4
53.774156000000005,-1.716315,4
53.773545,-1.716319,4
53.775445,-1.745986,4
53.76724,-1.7736919999999998,4
53.765781000000004,-1.78171,4
53.768938,-1.78277,4
53.768564000000005,-1.789721,4
53.769887,-1.7663349999999998,4
53.772597999999995,-1.769627,4
53.77173199999999,-1.782134,4
53.770982999999994,-1.780211,4
53.772376,-1.7802189999999998,4
53.771196999999994,-1.7795580000000002,4
53.764943,-1.801162,4
53.768359999999994,-1.807518,4
53.774708999999994,-1.804075,4
53.768246999999995,-1.804529,4
53.76909499999999,-1.7852880000000002,4
53.76834100000001,-1.801191,4
53.77248,-1.7641959999999999,4
53.770377,-1.7594740000000002,4
53.769238,-1.7657310000000002,4
53.770377,-1.7594740000000002,4
53.770075,-1.7613419999999997,4
53.770377,-1.7594740000000002,4
53.770959,-1.7676029999999998,4
53.770959,-1.7676029999999998,4
53.770959,-1.7676029999999998,4
53.769774,-1.763999,4
53.766594999999995,-1.765033,4
53.767727,-1.7603240000000002,4
53.764348,-1.7655009999999998,4
53.762884,-1.7706509999999998,4
53.766515000000005,-1.7752740000000002,4
53.767187,-1.769353,4
53.765947,-1.7040520000000001,4
53.767189,-1.708337,4
53.764617,-1.707672,4
53.768702000000005,-1.713075,4
53.768448,-1.7013189999999998,4
53.764837,-1.705729,4
53.755026,-1.738557,4
53.769748,-1.847473,4
53.770125,-1.8274759999999999,4
53.76965,-1.8415720000000002,4
53.770419,-1.825896,4
53.767716,-1.8472990000000002,4
53.7681,-1.8456740000000003,4
53.768882,-1.8454130000000002,4
53.77010799999999,-1.848155,4
53.771088,-1.8487580000000001,4
53.768387,-1.85162,4
53.759831000000005,-1.838545,4
53.760749,-1.853057,4
53.76058100000001,-1.848432,4
53.757684,-1.772803,4
53.766054000000004,-1.7989110000000001,4
53.766054000000004,-1.7989110000000001,4
53.765722,-1.783879,4
53.760217000000004,-1.7813439999999998,4
53.762618,-1.7972139999999999,4
53.759305000000005,-1.7941049999999998,4
53.762653,-1.791495,4
53.759305000000005,-1.7941049999999998,4
53.759305000000005,-1.7941049999999998,4
53.760206000000004,-1.7904,4
53.75994300000001,-1.794254,4
53.762653,-1.791495,4
53.754598,-1.79572,4
53.757208,-1.7978919999999998,4
53.756574,-1.800246,4
53.757208,-1.7978919999999998,4
53.753651,-1.778573,4
53.755168000000005,-1.7828259999999998,4
53.75358000000001,-1.7698369999999999,4
53.756184,-1.793059,4
53.757043,-1.790825,4
53.757043,-1.790825,4
53.756184,-1.793059,4
53.766928,-1.7518779999999998,4
53.766014,-1.7534310000000002,4
53.765811,-1.75099,4
53.765439,-1.749414,4
53.755825,-1.7638340000000001,4
53.76156999999999,-1.7648490000000001,4
53.755825,-1.7638340000000001,4
53.760913,-1.764291,4
53.755825,-1.7638340000000001,4
53.760388,-1.771909,4
53.749545999999995,-1.7480830000000003,4
53.747831000000005,-1.74033,4
53.748105,-1.7466970000000002,4
53.748105,-1.7466970000000002,4
53.75195600000001,-1.77109,4
53.750815,-1.766789,4
53.754236,-1.755911,4
53.751059999999995,-1.7677889999999998,4
53.751381,-1.771093,4
53.754739,-1.760534,4
53.75195600000001,-1.77109,4
53.752734,-1.755298,4
53.74895600000001,-1.7673150000000002,4
53.743917,-1.7693900000000002,4
53.743917,-1.7693900000000002,4
53.73649,-1.763382,4
53.777592000000006,-1.8772779999999998,4
53.770017,-1.878954,4
53.75393100000001,-1.8905560000000001,4
53.752988,-1.8912259999999999,4
53.758704,-1.881792,4
53.750797999999996,-1.8765060000000002,4
53.747595,-1.9018849999999998,4
53.752805,-1.909425,4
53.75093199999999,-1.917572,4
53.756747,-1.812682,4
53.751741,-1.8192400000000002,4
53.758081000000004,-1.803955,4
53.740077,-1.832844,4
53.741889,-1.8303200000000002,4
53.740077,-1.832844,4
53.744426000000004,-1.831993,4
53.737139,-2.0387720000000003,-1
53.731274,-2.084619,5
53.753246999999995,-1.890073,4
53.750707999999996,-1.895129,4
53.746225,-1.887619,4
53.73569200000001,-1.879113,4
53.73569200000001,-1.879113,4
53.748978,-1.8807580000000002,4
53.7334,-1.879347,4
53.7334,-1.879347,4
53.734248,-1.9700540000000002,-1
53.71184399999999,-1.989281,-1
53.732406999999995,-1.9788169999999998,-1
53.73301800000001,-1.976998,-1
53.734703,-1.959094,-1
53.732641,-1.858627,4
53.735725,-1.8680919999999999,4
53.723597999999996,-1.858294,4
53.725753000000005,-1.8561349999999999,4
53.727026,-1.860783,4
53.718135,-1.8677979999999998,4
53.720841,-1.8602880000000002,4
53.721970999999996,-1.865407,4
53.72320799999999,-1.8554009999999999,4
53.71853,-1.866797,4
53.730368999999996,-1.8608630000000002,4
53.731134,-1.861073,4
53.73008299999999,-1.8620310000000002,4
53.743171999999994,-1.912523,4
53.743171999999994,-1.912523,4
53.743171999999994,-1.912523,4
53.732113,-1.8967669999999999,4
53.730289,-1.897605,4
53.720604,-1.914434,4
53.724141,-1.920868,4
53.72993100000001,-1.8885419999999997,4
53.729378000000004,-1.892954,4
53.729378000000004,-1.892954,4
53.730833,-1.8918130000000002,4
53.723277,-1.8959400000000002,4
53.725364,-1.898178,4
53.724799,-1.8889189999999998,4
53.723769999999995,-1.8018560000000001,4
53.729135,-1.801118,4
53.725513,-1.8015139999999998,4
53.729135,-1.801118,4
53.723291,-1.881209,4
53.723553,-1.8834509999999998,4
53.724757999999994,-1.86605,4
53.724757999999994,-1.86605,4
53.722381000000006,-1.870785,4
53.723624,-1.873706,4
53.713367000000005,-2.09884,5
53.71128,-2.101668,5
53.714068999999995,-2.098114,5
53.714144,-2.094205,5
53.714068999999995,-2.098114,5
53.710060999999996,-2.117709,5
53.713384,-2.100264,5
53.713384,-2.100264,5
53.721289,-2.106057,5
53.717835,-1.890528,4
53.715249,-1.8839290000000002,4
53.713215000000005,-1.7433310000000002,4
53.698377,-1.761278,4
53.69490699999999,-1.7480000000000002,4
53.69490699999999,-1.7480000000000002,4
53.713215000000005,-1.7433310000000002,4
53.698377,-1.761278,4
53.713215000000005,-1.7433310000000002,4
53.69490699999999,-1.7480000000000002,4
53.698377,-1.761278,4
53.698377,-1.761278,4
53.713177,-1.746573,4
53.697452,-1.766311,4
53.698377,-1.761278,4
53.69490699999999,-1.7480000000000002,4
53.739785,-1.7903799999999999,4
53.725021999999996,-1.7929540000000002,4
53.73869499999999,-1.794175,4
53.73869499999999,-1.794175,4
53.711654,-1.866909,4
53.712332999999994,-1.879907,4
53.717037,-1.8748169999999997,4
53.714748,-1.8772630000000001,4
53.712979000000004,-1.888677,4
53.712888,-1.887117,4
53.712979000000004,-1.888677,4
53.713578000000005,-1.8949029999999998,4
53.717004,-1.896304,4
53.714622999999996,-1.89684,4
53.717004,-1.896304,4
53.713145999999995,-1.905343,4
53.719264,-1.900844,4
53.709049,-1.90717,4
53.707364,-1.913673,4
53.711876000000004,-1.9128459999999998,4
53.711043000000004,-1.9044240000000001,4
53.70904,-1.896141,4
53.718367,-1.858114,4
53.717773,-1.857616,4
53.719042,-1.858946,4
53.715531999999996,-1.855291,4
53.704441,-1.8476029999999999,4
53.701828000000006,-1.8496569999999999,4
53.708575,-1.793534,4
53.706055000000006,-1.932975,4
53.70295,-1.8640279999999998,4
53.702006000000004,-1.8633650000000002,4
53.707873,-1.8612549999999999,4
53.701223,-1.870638,4
53.717046999999994,-2.082332,5
53.698857,-2.1035310000000003,5
53.693902,-1.7620759999999998,4
53.69710500000001,-1.787441,4
53.687505,-1.7978919999999998,4
53.685384,-1.839071,4
53.685215,-1.834,4
53.68284,-1.8326310000000001,4
53.688749,-1.828671,4
53.681403,-1.840025,4
53.68060799999999,-1.8440860000000001,4
53.67143000000001,-1.82968,4
53.6749,-1.8658290000000002,4
53.656191,-1.8780080000000001,4
53.670021,-1.884068,4
53.689551,-1.8505639999999999,4
53.68654300000001,-1.8609919999999998,4
53.674862,-1.9404119999999998,4
53.763732,-1.702202,4
53.758464000000004,-1.705546,4
53.762455,-1.698252,4
53.748231000000004,-1.689604,4
53.732,-1.6665009999999998,4
53.732006999999996,-1.66585,4
53.73313,-1.659368,4
53.735046,-1.666235,4
53.736741,-1.6680099999999998,4
53.743421999999995,-1.6411810000000002,4
53.745599,-1.64465,4
53.731252000000005,-1.650182,4
53.7362,-1.6454119999999999,4
53.73466,-1.6445599999999998,4
53.74251999999999,-1.661627,4
53.738349,-1.658325,4
53.728549,-1.751998,4
53.737147,-1.7217939999999998,4
53.734974,-1.715139,4
53.737147,-1.7217939999999998,4
53.740559,-1.716435,4
53.731455000000004,-1.712934,4
53.737147,-1.7217939999999998,4
53.737147,-1.7217939999999998,4
53.734974,-1.715139,4
53.732801,-1.7568540000000001,4
53.730621,-1.749909,4
53.730368000000006,-1.7492590000000001,4
53.736988000000004,-1.68291,4
53.730982,-1.7107700000000001,4
53.7314,-1.694488,4
53.727256999999994,-1.724088,4
53.728609999999996,-1.7263220000000001,4
53.728593999999994,-1.727216,4
53.726023,-1.7115310000000001,4
53.726023,-1.7115310000000001,4
53.72391,-1.711197,4
53.720275,-1.7059939999999998,4
53.725952,-1.723338,4
53.723836999999996,-1.653305,4
53.723942,-1.661776,4
