longitude,latitude
-0.111742706,51.50611463
-0.111913981,51.50635691
-0.112083084,51.50658325
-0.123095612,51.42230644
-0.122864553,51.42204611
-0.143672046,51.45763296
-0.143739418,51.45745349
-0.097714933,51.44487674
-0.122733451,51.42183471
-0.122633722,51.42155765
-0.126589264,51.42068955
-0.126965476,51.42086517
-0.106701395,51.44328833
-0.12735392,51.42100706
-0.127758117,51.42111755
-0.12804508,51.4212646
-0.127945033,51.42034939
-0.112991463,51.46268185
-0.123114152,51.4310629
-0.107144535,51.48336409
-0.097835654,51.42627546
-0.122738041,51.4310476
-0.130349944,51.43971335
-0.11106192,51.49165956
-0.111058816,51.49158906
-0.111202299,51.48961024
-0.11120486,51.48954828
-0.106865029,51.48324931
-0.113044174,51.46271335
-0.110395175,51.48777643
-0.120825191,51.42687933
-0.118906487,51.42736186
-0.13250943,51.45585989
-0.137243044,51.45244421
-0.106620953,51.48313195
-0.113167683,51.46277108
-0.137352386,51.45230334
-0.137332992,51.45207776
-0.122551704,51.43092125
-0.110453942,51.4881002
-0.141106233,51.45445139
-0.14048297,51.45408029
-0.136337072,51.47127323
-0.136281915,51.47104071
-0.140021098,51.44180923
-0.139673321,51.44180258
-0.139299076,51.44171697
-0.138972421,51.44178808
-0.119505378,51.46947695
-0.112849159,51.45515107
-0.11261946,51.45491219
-0.112515434,51.45468321
-0.112554864,51.45438227
-0.112574587,51.45407876
-0.135049411,51.41582247
-0.112422364,51.45370835
-0.112331544,51.45346495
-0.11234803,51.45319627
-0.135030546,51.41566761
-0.112148106,51.45297812
-0.112059274,51.45273026
-0.130148722,51.42111103
-0.138619327,51.44177953
-0.116742864,51.47134958
-0.121995744,51.48679786
-0.122037056,51.48789575
-0.122036294,51.48826485
-0.122036152,51.48842166
-0.122034909,51.48860529
-0.119963142,51.47449665
-0.116553891,51.47114108
-0.122001784,51.48697949
-0.122003465,51.48713576
-0.122013531,51.48730706
-0.122020886,51.48750052
-0.122018178,51.48769789
-0.122037439,51.48808362
-0.116501098,51.47092771
-0.106401624,51.44340313
-0.133847062,51.45559778
-0.134213232,51.45550891
-0.134690423,51.45547716
-0.134779052,51.45533328
-0.135117318,51.45520054
-0.128456682,51.4730009
-0.108987871,51.45452288
-0.137917066,51.44171006
-0.128558293,51.47274685
-0.137609531,51.44173117
-0.137258954,51.44177127
-0.136937613,51.44182222
-0.136623158,51.44188073
-0.13633368,51.44194428
-0.136067448,51.44201114
-0.128884562,51.47258089
-0.12912768,51.47239418
-0.133650963,51.44002215
-0.133934324,51.44015419
-0.134340695,51.44016327
-0.135841093,51.44218093
-0.134681689,51.44031184
-0.135028973,51.44030609
-0.135572928,51.44231732
-0.135291354,51.44247372
-0.134953989,51.44254255
-0.134603677,51.44250971
-0.134207839,51.44264505
-0.133740646,51.44265545
-0.133476479,51.4428259
-0.133070073,51.4428894
-0.13477712,51.46352189
-0.121663205,51.48194306
-0.135348056,51.44044737
-0.135741874,51.44045798
-0.103328767,51.46446733
-0.121662509,51.48185263
-0.123804391,51.43522377
-0.123773016,51.43520074
-0.12652379,51.47263947
-0.11009557,51.49262923
-0.109970723,51.49275329
-0.108997865,51.46358283
-0.094046168,51.47088881
-0.097153957,51.42265961
-0.100552847,51.4503381
-0.143094685,51.44179627
-0.142676707,51.44179091
-0.10062121,51.45034279
-0.093997716,51.45975454
-0.093973761,51.45977774
-0.083381918,51.42165175
-0.083382801,51.42167945
-0.14653778,51.4536253
-0.143822427,51.45241611
-0.143718322,51.45227704
-0.143261112,51.45210555
-0.143236124,51.45187893
-0.142864736,51.4518094
-0.142441024,51.45169927
-0.146247031,51.45349663
-0.145945531,51.45336695
-0.145702717,51.45316541
-0.145386829,51.45312444
-0.145084139,51.45297985
-0.144852562,51.45276753
-0.144548504,51.45263457
-0.144159542,51.45246585
-0.101742941,51.42981721
-0.10213471,51.42977972
-0.12316673,51.42011335
-0.122817046,51.42021623
-0.122466894,51.42022005
-0.1221721,51.42030871
-0.121591285,51.42052955
-0.121168803,51.42053127
-0.120791509,51.42075537
-0.13408083,51.46090976
-0.134473339,51.46091722
-0.13478067,51.46092331
-0.134972264,51.46104224
-0.130658232,51.47223862
-0.13118095,51.47279318
-0.131067947,51.47266406
-0.130950458,51.47253761
-0.120502502,51.43733685
-0.13033023,51.47222787
-0.130103558,51.47209418
-0.120085424,51.43904824
-0.13075343,51.41653849
-0.119853078,51.43927252
-0.133737649,51.46388713
-0.119854684,51.43927798
-0.133433358,51.46393804
-0.141186059,51.46321007
-0.141581548,51.46320389
-0.141643956,51.45598296
-0.141716659,51.46344141
-0.143484028,51.46858017
-0.123489748,51.45767034
-0.109800451,51.48621782
-0.141392536,51.4561174
-0.143723171,51.46836615
-0.11038862,51.45547553
-0.143395638,51.46850285
-0.14383262,51.46844491
-0.143988146,51.46820976
-0.144198543,51.46827253
-0.144523041,51.46812368
-0.14448504,51.46801856
-0.141051662,51.45628118
-0.140775462,51.45613287
-0.144791287,51.46788592
-0.144877965,51.46796211
-0.145273686,51.4677924
-0.115201373,51.50028029
-0.115012308,51.50041427
-0.114665462,51.50013121
-0.141729296,51.46362402
-0.140515347,51.45985104
-0.140752206,51.45968219
-0.140950013,51.4595615
-0.141151135,51.45943096
-0.141317337,51.45927184
-0.109757767,51.50119434
-0.115619383,51.46264203
-0.138145681,51.46257905
-0.141376964,51.46375593
-0.143551832,51.44907294
-0.119733143,51.42114304
-0.134178676,51.42647795
-0.134504367,51.42631762
-0.134827613,51.42619518
-0.0942179,51.43556251
-0.135536706,51.42595832
-0.135768906,51.4257313
-0.136114323,51.42557197
-0.136539751,51.42550104
-0.136901021,51.42548233
-0.094021733,51.43554925
-0.09388039,51.42825386
-0.09408809,51.42843006
-0.132385813,51.42787122
